rec_num,prov,cma,age_12,sex,marstat,educ,mjh,cowmain,immig,naics_21,noc_10,noc_43,uhrsmain,ahrsmain,utothrs,atothrs,hrsaway,paidot,unpaidot,xtrahrs,tenure,hrlyearn,union,permtemp,estsize,firmsize,efamtype
1.0,-0.0017309052622847476,0.002762923616306173,0.0017604523307566356,-0.0009728139893599317,-0.0001571513873521565,0.0022451703613393338,-0.005783207150831555,-0.0016350005988387151,0.0008568018395631002,0.00027571355213667885,0.001803554831658335,0.0023977233067977236,-0.0074338235356528086,-0.008999433243584359,-0.008393941765985334,-0.00978120707854008,0.0017026280832208118,-0.0070752144157635016,0.0004802884483751218,-0.005292021871020552,0.001745886248948535,-0.007793245356038138,0.0006080809940626114,-0.001627037707102084,0.004073247490695856,0.0006937610480349324,-0.005524847836571939
-0.0017309052622847476,1.0,0.4578047998999096,-0.02965474774219599,-0.022570229557102577,-0.01822738458795676,-0.00701188932396961,0.02975794639063221,0.05277222591860037,-0.139089127165038,-0.038206188607712306,0.021102037078456728,0.021646398837738865,0.029066015473642137,0.028613083599316188,0.039120909066289664,0.03776521297928981,0.00043917687172270964,0.026720021805434035,0.013209727704692002,0.02951093809838844,-0.045309374764425245,0.07345884769056785,0.05261082442866187,-0.03098057665561365,-0.034616982019117025,-0.026517473667735658,0.01606681724938625
0.002762923616306173,0.4578047998999096,1.0,0.003566931442845644,0.0013796343406430598,-0.0046968820165165645,0.10522156055730458,0.009218241241404579,0.05128146520539924,-0.22437435985361553,0.025124505836344072,-0.07952314629829264,-0.08033504614454899,-0.011596134582955891,-0.0009453113517545127,-0.004934191004773945,0.002751781576461729,-0.008925401757772677,-0.030715423020294324,0.03650400157070352,-0.0011517611772578716,-0.028512464049393442,0.09504803329927633,0.06949473256848805,-8.272482508994796e-05,0.0552655070830877,0.02368951982710029,0.04844769790363928
0.0017604523307566356,-0.02965474774219599,0.003566931442845644,1.0,0.015127781091544062,-0.34526664311596716,-0.04072763757108086,-0.024911634873329355,-0.06121488935329168,0.020852082142795065,0.003678952607579768,-0.059873046450494224,-0.05995443328175417,0.016446158471928204,0.020088832670263828,0.004049479736322781,0.012990173918278336,0.005729590628472983,-0.019129998249662817,0.05882422729853901,0.022163873908494832,0.49220629144932176,0.14562125564160255,-0.04693030504570247,-0.10574230283392305,0.025815538164766626,0.03522258639470725,-0.03504046278217082
-0.0009728139893599317,-0.022570229557102577,0.0013796343406430598,0.015127781091544062,1.0,0.0023949559249996223,0.11606812066609358,0.02776217779897523,-0.18889034993477855,-0.004070794668580333,0.29580587065115016,-0.2561388263751894,-0.24135676333046552,-0.20430573422205806,-0.16629297909997828,-0.16976914705153315,-0.1528625971702369,0.02615364263988941,-0.08575866871765858,0.02074890506226512,-0.05468034893123853,0.01847068374326177,-0.12218769125967649,-0.07050415435403062,0.02811637862399409,0.013303921964400063,0.03194375969229803,0.07490397346680976
-0.0001571513873521565,-0.01822738458795676,-0.0046968820165165645,-0.34526664311596716,0.0023949559249996223,1.0,-0.12235224581288998,0.009369361337174238,0.052674019715185844,0.10791237109225747,0.00629011682551277,0.09012476329134345,0.09925235088434013,-0.02427659397897804,-0.022768841259043694,-0.018230606153491473,-0.01974104069250543,-0.02077412633154339,-0.0034695651480861813,-0.04668078829462959,-0.03234105878980576,-0.20055657035497124,-0.191160827882898,0.019841835399861698,0.06450945799310377,-0.056422264053033445,-0.053364018224210205,0.2626317524431742
0.0022451703613393338,-0.00701188932396961,0.10522156055730458,-0.04072763757108086,0.11606812066609358,-0.12235224581288998,1.0,0.04540339405670345,-0.22929997806257776,-0.15388503020913966,0.22318202816527058,-0.35281772405640127,-0.37712743241366015,-0.09243267755381082,-0.029136446024046796,-0.06597440224698128,-0.01729177582927713,0.019803445361717468,-0.040775958132384466,0.14292740484640806,0.05836500010779147,-0.02607219414155121,0.3487326188895422,-0.07350969100400599,0.030401812964347828,0.18355007285308528,0.16597771184590407,-0.08605735406929971
-0.005783207150831555,0.02975794639063221,0.009218241241404579,-0.024911634873329355,0.02776217779897523,0.009369361337174238,0.04540339405670345,1.0,-0.0390719647860614,-0.03720931305283835,0.06310460779398552,-0.01584656683325463,-0.01100846735947206,-0.02584880674429276,-0.04461827100091489,0.4012719944374095,0.24851193968747592,0.03253785250042166,-0.0072158605857195,0.0035843469329896373,-0.0034352346722930807,-0.0447944620897982,-0.03194630631525728,-0.017479420137848263,0.02435802294948362,-0.01543929837443673,-0.002896491842941639,0.009143453369044187
-0.0016350005988387151,0.05277222591860037,0.05128146520539924,-0.06121488935329168,-0.18889034993477855,0.052674019715185844,-0.22929997806257776,-0.0390719647860614,1.0,-0.08842848201776733,-0.4879578227003776,0.19035714375427215,0.19516833227530286,0.16006252218214245,0.09891428920128373,0.12916587138650631,0.08766282800344133,-0.054423935057126296,-0.006413424820841576,-0.06552289967711017,-0.04661596808854689,-0.17017430894851723,-0.15201287491699358,0.5937429098750235,-0.09749441774642459,-0.2999265120826124,-0.3461329822814375,0.01637698335201678
0.0008568018395631002,-0.139089127165038,-0.22437435985361553,0.020852082142795065,-0.004070794668580333,0.10791237109225747,-0.15388503020913966,-0.03720931305283835,-0.08842848201776733,1.0,-0.006024172463658348,0.013046145219768634,0.014270768481252286,0.0035868598223473868,0.007440714071845985,-0.02589015573758074,-0.013598898617977789,0.015841572410043102,0.02345081001264353,0.0313332773526912,0.03841568899533687,0.1277965328582306,0.04992071461277445,-0.07715737947681728,-0.022002781918141985,-0.04517273993213914,-0.021160361253876995,-0.03375029187916254
0.00027571355213667885,-0.038206188607712306,0.025124505836344072,0.003678952607579768,0.29580587065115016,0.00629011682551277,0.22318202816527058,0.06310460779398552,-0.4879578227003776,-0.006024172463658348,1.0,-0.320717329039269,-0.300225275766346,-0.2210479134123265,-0.1561071575596894,-0.16661040970961277,-0.1311362882920754,0.03246473594361718,-0.06128604445043174,0.03978948904922796,-0.023250228165767637,0.0354431549037166,0.007858270961581537,-0.25540941613050056,0.0725943367346928,0.06238121537696363,0.09866780604105083,0.011864186700496436
0.001803554831658335,0.021102037078456728,-0.07952314629829264,-0.059873046450494224,-0.2561388263751894,0.09012476329134345,-0.35281772405640127,-0.01584656683325463,0.19035714375427215,0.013046145219768634,-0.320717329039269,1.0,0.992136000856474,0.14477001440188803,0.07889529678002193,0.12255282507580627,0.07251281837745518,-0.008401009177254852,0.10132753426230057,-0.14021740293049215,-0.008750159077920715,-0.05931004215466225,-0.3286093463902335,-0.06746134252541174,0.00823864411012846,-0.11618975996814468,-0.11078660124559149,0.040721355628368296
0.0023977233067977236,0.021646398837738865,-0.08033504614454899,-0.05995443328175417,-0.24135676333046552,0.09925235088434013,-0.37712743241366015,-0.01100846735947206,0.19516833227530286,0.014270768481252286,-0.300225275766346,0.992136000856474,1.0,0.13343635416785418,0.0670762413462669,0.11592547041261209,0.06353569651756827,-0.010302331752027483,0.0976606675062499,-0.15270795260397713,-0.019569945844184145,-0.06899897746126395,-0.36673915450792516,-0.06462296211267501,0.010894934631227874,-0.13735421405318682,-0.1219028305268458,0.048211652729906594
